연번,시군구,중개업소구분,중개업자명,중개업소명,사무소주소,위도,경도,데이터기준일자
191,서구,공인중개사,주재순,신화부민공인중개사사무소,"부산광역시 서구 까치고개로 189, 103호 (아미동2가, 일광)",35.10029922,129.0167241,2022-01-14
192,서구,공인중개사,황민국,리치공인중개사사무소,부산광역시 서구 구덕로 203-2(부민동2가),35.10286098,129.0197284,2022-01-14
193,서구,공인중개사,황대한,리치부동산공인중개사사무소,부산광역시 서구 구덕로 203-2(부민동2가),35.10286098,129.0197284,2022-01-14
194,서구,공인중개사,김소숙,송도토마토공인중개사사무소,부산광역시 서구 암남공원로 15(암남동),35.07452101,129.0154060,2022-01-14
195,서구,공인중개사,박가윤,동대동원공인중개사사무소,부산광역시 서구 구덕로280번길 69(동대신동1가),35.11041367,129.0219946,2022-01-14
196,서구,공인중개사,나종복,푸르지오공인중개사사무소,부산광역시 서구 고운들로 118(서대신동1가),35.10864711,129.0155445,2022-01-14
197,서구,공인중개사,이연수,원부동산중개사무소,"부산광역시 서구 대영로38번길 11, 상가 109-104(서대신동1가, 대신푸르지오)",35.10739824,129.0161323,2022-01-14
198,서구,공인중개사,김영수,송도e편한비치공인중개사사무소,"부산광역시 서구 충무대로 26-29, 지하 100호 (암남동, 광호빌라)",35.07779260,129.0165431,2022-01-14
199,서구,공인중개사,이주원,대우부동산중개사무소,부산광역시 서구 대영로 36-1(서대신동1가),35.10909906,129.0153965,2022-01-14
200,서구,공인중개사,이미나,금손공인중개사사무소,"부산광역시 서구 천마로 17, 상가 비동 1호(암남동, 신익별장아파트)",35.08023593,129.0196986,2022-01-14
201,서구,공인중개사,한유근,만복공인중개사사무소,"부산광역시 서구 구덕로 122, 3층(토성동4가)",35.09684881,129.0229109,2022-01-14
202,서구,공인중개사,이종철,해모로공인중개사사무소,부산광역시 서구 망양로 18(서대신동3가),35.11218235,129.0131860,2022-01-14
203,서구,공인중개사,김경미,신화부용부동산공인중개사사무소,"부산광역시 서구 흑교로 113, 101(부용동1가, 신화킹덤)",35.10741532,129.0205311,2022-01-14
204,서구,공인중개사,한명섭,부동산114공인중개사사무소,"부산광역시 서구 대티로 159, 상가 118-402(서대신동3가, 협성르네상스)",35.11309684,129.0105427,2022-01-14
205,서구,공인중개사,황기숙,중앙공인중개사사무소,부산광역시 서구 암남공원로 40(암남동),35.07251706,129.0157430,2022-01-14
206,서구,공인중개사,정혜수,금영공인중개사사무소,부산광역시 서구 구덕로 265(서대신동1가),35.10817330,129.0193669,2022-01-14
207,서구,공인중개사,이승훈,미소공인중개사사무소,"부산광역시 서구 대영로86번길 70, 102호(동대신동1가, 미소지음6차)",35.10808829,129.0219655,2022-01-14
208,서구,공인중개사,오서욱,JC부동산중개사무소,"부산광역시 서구 구덕로 220, 908호(부민동1가, 한웅캠퍼스타워)",35.10417227,129.0202932,2022-01-14
209,서구,공인중개사,진창호,숲속공인중개사사무소,부산광역시 서구 대영로 21(서대신동2가),35.11003715,129.0142454,2022-01-14
210,서구,공인중개사,방지호,서울공인중개사사무소,"부산광역시 서구 까치고개로197번길 9, 3층 301호(아미동2가)",35.10045703,129.0172525,2022-01-14
211,서구,공인중개사,박상희,행운공인중개사사무소,부산광역시 서구 망양로 6(서대신동3가),35.11131212,129.0126926,2022-01-14
212,서구,공인중개사,이혜정,해솔공인중개사사무소,"부산광역시 서구 보수대로 15, 상가 105호(토성동1가, 봄여름가을겨울)",35.09831397,129.0244647,2022-01-14
213,서구,공인중개사,이미선,구덕공인중개사사무소,부산광역시 서구 구덕로 286(동대신동1가),35.10964219,129.0183431,2022-01-14
214,서구,공인중개사,홍순현,해솔부동산중개사무소,"부산광역시 서구 보수대로 15, 상가 105(토성동1가, 봄여름가을겨울)",35.09831397,129.0244647,2022-01-14
215,서구,공인중개사,하태성,한진부동산중개사무소,부산광역시 서구 대티로 177(서대신동3가),35.11185887,129.0119863,2022-01-14
216,서구,공인중개사,김기정,엠룩공인중개사사무소,"부산광역시 서구 남부민로 20, 지하1호(남부민동, 은하주택)",35.08419517,129.0237286,2022-01-14
217,서구,공인중개사,최중경,아주공인중개사사무소,부산광역시 서구 구덕로 297(서대신동2가),35.11050720,129.0173118,2022-01-14
218,서구,공인중개사,김종진,남성공인중개사사무소,"부산광역시 서구 꽃마을로 43(서대신동3가, 남성한빛아파트 상가)",35.11754336,129.0113107,2022-01-14
219,서구,공인중개사,정윤규,현대공인중개사사무소,부산광역시 서구 충무대로 30-1(암남동),35.07819856,129.0165043,2022-01-14
220,서구,공인중개사,공영자,대림공인중개사사무소,부산광역시 서구 꽃마을로 42-1(서대신동3가),35.11779704,129.0122354,2022-01-14
221,서구,공인중개사,정평출,경남공인중개사사무소,"부산광역시 서구 구덕로 296-1, 1층(동대신동2가)",35.11045752,129.0178596,2022-01-14
222,서구,공인중개사,조병구,협성공인중개사사무소,"부산광역시 서구 대티로 159, 117동 202호(서대신동3가,협성르네상스상가)",35.11309684,129.0105427,2022-01-14
223,서구,공인중개사,이재헌,소망공인중개사사무소,부산광역시 서구 대영로86번길 15(동대신동1가),35.11038604,129.0209960,2022-01-14
224,서구,공인중개사,진인숙,유림부동산공인중개사사무소,부산광역시 서구 구덕로148번길 43(토성동1가),35.09822624,129.0231145,2022-01-14
225,서구,공인중개사,이진복,미래공인중개사사무소,"부산광역시 서구 감천로 271, 상가102호(암남동,송도정림비치타운)",35.08161886,129.0171060,2022-01-14
226,서구,공인중개사,이다경,삼보공인중개사사무소,부산광역시 서구 망양로 18(서대신동3가),35.11218235,129.0131860,2022-01-14
227,서구,공인중개사,장봉임,대림공인중개사사무소,"부산광역시 서구 해돋이로 309, 111동103호(부민동3가, 부민e-편한세상아파트)",35.10421118,129.0167398,2022-01-14
228,서구,공인중개사,이미라,송도공인중개사사무소,부산광역시 서구 충무대로 30(암남동),35.07811818,129.0164156,2022-01-14
229,서구,공인중개사,조순재,바른공인중개사사무소,"부산광역시 서구 동대로19번길 32, 301-105(동대신동3가, 브라운스톤 하이포레)",35.11840620,129.0191325,2022-01-14
230,서구,공인중개사,최종희,88공인중개사사무소,부산광역시 서구 해돋이로 312(부민동3가),35.10402945,129.0169131,2022-01-14
231,서구,공인중개사,전문수,신동아공인중개사사무소,부산광역시 서구 대청로 7(부민동1가),35.10351954,129.0207348,2022-01-14
232,서구,공인중개사,반성종,자갈치공인중개사사무소,부산광역시 서구 자갈치로 5-1(충무동1가),35.09636994,129.0251752,2022-01-14
233,서구,공인중개사,권화순,형도공인중개사사무소,"부산광역시 서구 구덕로 230, 1층(부민동1가)",35.10509170,129.0202937,2022-01-14
234,서구,공인중개사,김명희,가람공인중개사사무소,부산광역시 서구 충무대로 28(암남동),35.07799273,129.0163263,2022-01-14
235,서구,공인중개사,김아영,명성탑스빌공인중개사사무소,"부산광역시 서구 충무대로 56, 201호(암남동, 송도탑스빌)",35.07786947,129.0181230,2022-01-14
236,서구,공인중개사,배미정,대신참조은공인중개사사무소,부산광역시 서구 구덕로 317(서대신동2가),35.11205488,129.0165632,2022-01-14
237,서구,공인중개사,진혜경,부경공인중개사사무소,부산광역시 서구 망양로 34(서대신동3가),35.11342911,129.0139255,2022-01-14
238,서구,공인중개사,고정미,보람공인중개사사무소,부산광역시 서구 구덕로124번길 11(토성동5가),35.09723069,129.0225208,2022-01-14
239,서구,공인중개사,홍추선,월드공인중개사사무소,"부산광역시 서구 구덕로193번길 12, 101호(부민동2가, 대경펠리스)",35.10213665,129.0190393,2022-01-14
240,서구,공인중개사,이대석,도은공인중개사사무소,"부산광역시 서구 암남공원로 52, B 02(암남동, 송도혜성비치타운)",35.07138986,129.0157948,2022-01-14
241,서구,공인중개사,노헌권,행복공인중개사사무소,부산광역시 서구 대영로 32(서대신동1가),35.10931914,129.0149495,2022-01-14
242,서구,공인중개사,김다운,큰손공인중개사사무소,"부산광역시 서구 천마로 17, 상가 비동 1호(암남동, 신익별장아파트)",35.08023593,129.0196986,2022-01-14
243,서구,공인중개사,박경희,노다지공인중개사사무소,부산광역시 서구 까치고개로 259(토성동1가),35.09965924,129.0242073,2022-01-14
244,서구,공인중개사,오정택,한신공인중개사사무소,부산광역시 서구 보수대로 282-4(서대신동3가),35.11861919,129.0152406,2022-01-14
245,서구,공인중개사,조인호,새부산공인중개사사무소,"부산광역시 서구 구덕로193번길 22-6, 101(부민동2가, 해동그린원룸)",35.10224674,129.0188104,2022-01-14
246,서구,공인중개사,김도윤,동아공인중개사사무소,부산광역시 서구 구덕로 238(부용동1가),35.10592082,129.0203150,2022-01-14
247,서구,공인중개사,서주영,무지개공인중개사사무소,부산광역시 서구 대영로 43(서대신동2가),35.10960673,129.0161268,2022-01-14
248,서구,공인중개사,윤영철,럭스공인중개사사무소,"부산광역시 서구 구덕로232번길 2, 101-102(부민동1가,럭스하이츠)",35.10514467,129.0204260,2022-01-14
249,서구,공인중개사,이경화,탑부동산공인중개사사무소,부산광역시 서구 감천로 283(암남동),35.07965518,129.0180137,2022-01-14
250,서구,공인중개사,이동찬,뉴미래부동산중개사무소,"부산광역시 서구 대티로 179, 1층(서대신동3가)",35.11160503,129.0121587,2022-01-14
251,서구,공인중개사,진미숙,풍림공인중개사사무소,"부산광역시 서구 암남공원로 27, 1층(암남동)",35.07354428,129.0157886,2022-01-14
252,서구,공인중개사,윤태도,통일공인중개사사무소,부산광역시 서구 구덕로265번길 31(서대신동1가),35.10810482,129.0178632,2022-01-14
253,서구,공인중개사,이영호,우도공인중개사사무소,부산광역시 서구 구덕로 230(부민동1가),35.10509170,129.0202937,2022-01-14
254,서구,공인중개사,김영아,송도대박부동산중개사무소,부산광역시 서구 장군산로 9(암남동),35.07390959,129.0152230,2022-01-14
255,서구,공인중개사,배정원,뉴스타공인중개사사무소,"부산광역시 서구 고운들로 181(서대신동2가, 대신푸르지오2차) 상가 111호",35.10843751,129.0136662,2022-01-14
256,서구,공인중개사,부호랑,송도롯데공인중개사사무소,부산광역시 서구 충무대로 34(암남동) 송남상가아파트 2-1호,35.07848441,129.0168149,2022-01-14
257,서구,공인중개사,이은정,뉴태양공인중개사사무소,부산광역시 서구 고운들로198번길 16(서대신동2가),35.11035240,129.0121213,2022-01-14
258,서구,공인중개사,주인찬,드림공인중개사사무소,"부산광역시 서구 동대로 28-6, 202호(동대신동3가, 리버스 14차)",35.11875534,129.0183469,2022-01-14
259,서구,공인중개사,나병용,부산공인중개사무소,"부산광역시 서구 보수대로 15, 상가 107호(토성동1가)",35.09831397,129.0244647,2022-01-14
260,서구,공인중개사,강기성,일등공인중개사사무소,부산광역시 서구 대청로 3(부민동1가),35.10348654,129.0203724,2022-01-14
261,서구,공인중개사,김환영,롯데캐슬공인중개사사무소,부산광역시 서구 대티로161번길 52(서대신동3가),35.11538534,129.0106697,2022-01-14
262,서구,공인중개사,김규원,시원공인중개사사무소,부산광역시 서구 구덕로 121-1(토성동4가),35.09639973,129.0227188,2022-01-14
263,서구,공인중개사,정창석,나이스공인중개사사무소,부산광역시 서구 충무대로 271-4(충무동1가),35.09492039,129.0239067,2022-01-14
264,서구,공인중개사,위신환,조은공인중개사사무소,부산광역시 서구 구덕로 276(동대신동1가),35.10895230,129.0189159,2022-01-14
265,서구,공인중개사,이심순,금영부동산공인중개사사무소,부산광역시 서구 대영로85번길 3(동대신동2가),35.11119384,129.0203370,2022-01-14
266,서구,공인중개사,배정심,황금공인중개사사무소,부산광역시 서구 대영로38번길 8-1(서대신동1가),35.10889286,129.0152624,2022-01-14
267,서구,공인중개사,진희정,더샵부동산공인중개사사무소,"부산광역시 서구 꽃마을로 41-1, 지하1층(서대신동3가)",35.11781846,129.0118298,2022-01-14
268,서구,공인중개사,박광민,복두꺼비부동산공인중개사사무소,"부산광역시 서구 망양로 99-2, 102호(동대신동3가, 이십일베스트빌라16차)",35.11763735,129.0183769,2022-01-14
269,서구,공인중개사,김우성,하늘채공인중개사사무소,부산광역시 서구 대영로73번길 1,35.11065495,129.0190358,2022-01-14
270,서구,공인중개사,윤미라,마당발부동산중개사무소,부산광역시 서구 대영로 23-1(서대신동2가),35.10991787,129.0144963,2022-01-14
